x,y,z
2.567535400390625000e+02,-9.780218124389648438e+00,1.370338439941406250e+00
2.568978881835937500e+02,-9.744216918945312500e+00,1.370338439941406250e+00
2.570422058105468750e+02,-9.708215713500976562e+00,1.370338439941406250e+00
2.571865234375000000e+02,-9.672214508056640625e+00,1.370338439941406250e+00
2.573308715820312500e+02,-9.636214256286621094e+00,1.370338439941406250e+00
2.574751892089843750e+02,-9.600213050842285156e+00,1.370338439941406250e+00
2.576195373535156250e+02,-9.564211845397949219e+00,1.370338439941406250e+00
2.577638549804687500e+02,-9.528211593627929688e+00,1.370338439941406250e+00
2.579081726074218750e+02,-9.492210388183593750e+00,1.370338439941406250e+00
2.580525207519531250e+02,-9.456209182739257812e+00,1.370338439941406250e+00
2.581968383789062500e+02,-9.420207977294921875e+00,1.370338439941406250e+00
2.583411865234375000e+02,-9.384206771850585938e+00,1.370338439941406250e+00
2.584855041503906250e+02,-9.348206520080566406e+00,1.370338439941406250e+00
2.586298217773437500e+02,-9.312206268310546875e+00,1.370338439941406250e+00
2.587741394042968750e+02,-9.276204109191894531e+00,1.370338439941406250e+00
2.589173583984375000e+02,-9.236127853393554688e+00,1.370338439941406250e+00
2.590596618652343750e+02,-9.192852973937988281e+00,1.370338439941406250e+00
2.592019958496093750e+02,-9.149580001831054688e+00,1.370338439941406250e+00
2.593442993164062500e+02,-9.106305122375488281e+00,1.370338439941406250e+00
2.594866333007812500e+02,-9.063031196594238281e+00,1.370338439941406250e+00
2.596289672851562500e+02,-9.019758224487304688e+00,1.370338439941406250e+00
2.597712707519531250e+02,-8.976484298706054688e+00,1.370338439941406250e+00
2.599135742187500000e+02,-8.933210372924804688e+00,1.370338439941406250e+00
2.600559082031250000e+02,-8.889936447143554688e+00,1.370338439941406250e+00
2.601982116699218750e+02,-8.846662521362304688e+00,1.370338439941406250e+00
2.603405151367187500e+02,-8.803388595581054688e+00,1.370338439941406250e+00
2.604828491210937500e+02,-8.760114669799804688e+00,1.370338439941406250e+00
2.606251831054687500e+02,-8.716840744018554688e+00,1.370338439941406250e+00
2.607674865722656250e+02,-8.673566818237304688e+00,1.370338439941406250e+00
2.609097900390625000e+02,-8.630293846130371094e+00,1.370338439941406250e+00
2.610521240234375000e+02,-8.587019920349121094e+00,1.370338439941406250e+00
2.611944580078125000e+02,-8.543745994567871094e+00,1.370338439941406250e+00
2.613367614746093750e+02,-8.500472068786621094e+00,1.370338439941406250e+00
2.614790954589843750e+02,-8.457198143005371094e+00,1.370338439941406250e+00
2.616213989257812500e+02,-8.413924217224121094e+00,1.370338439941406250e+00
2.617637023925781250e+02,-8.370650291442871094e+00,1.370338439941406250e+00
2.619060363769531250e+02,-8.327376365661621094e+00,1.370338439941406250e+00
2.620483398437500000e+02,-8.284102439880371094e+00,1.370338439941406250e+00
2.621906738281250000e+02,-8.240829467773437500e+00,1.370338439941406250e+00
2.623330078125000000e+02,-8.197555541992187500e+00,1.370338439941406250e+00
2.624749450683593750e+02,-8.153206825256347656e+00,1.370338439941406250e+00
2.626150817871093750e+02,-8.103297233581542969e+00,1.370338439941406250e+00
2.627552185058593750e+02,-8.053389549255371094e+00,1.370338439941406250e+00
2.628953552246093750e+02,-8.003480911254882812e+00,1.370338439941406250e+00
2.630354614257812500e+02,-7.953572273254394531e+00,1.370338439941406250e+00
2.631755981445312500e+02,-7.903664112091064453e+00,1.370338439941406250e+00
2.633157348632812500e+02,-7.853755950927734375e+00,1.370338439941406250e+00
2.634558715820312500e+02,-7.803847312927246094e+00,1.370338439941406250e+00
2.635959777832031250e+02,-7.753939151763916016e+00,1.370338439941406250e+00
2.637361145019531250e+02,-7.704030990600585938e+00,1.370338439941406250e+00
2.638762512207031250e+02,-7.654122352600097656e+00,1.370338439941406250e+00
2.640163574218750000e+02,-7.604214191436767578e+00,1.370338439941406250e+00
2.641564941406250000e+02,-7.554305076599121094e+00,1.370338439941406250e+00
2.642966308593750000e+02,-7.504397392272949219e+00,1.370338439941406250e+00
2.644367675781250000e+02,-7.454488754272460938e+00,1.370338439941406250e+00
2.645769042968750000e+02,-7.404580116271972656e+00,1.370338439941406250e+00
2.647170410156250000e+02,-7.354671955108642578e+00,1.370338439941406250e+00
2.648571472167968750e+02,-7.304763793945312500e+00,1.370338439941406250e+00
2.649972839355468750e+02,-7.254855155944824219e+00,1.370338439941406250e+00
2.651373901367187500e+02,-7.204946994781494141e+00,1.370338439941406250e+00
2.652775268554687500e+02,-7.155038356781005859e+00,1.370338439941406250e+00
2.654176635742187500e+02,-7.105130195617675781e+00,1.370338439941406250e+00
2.655578002929687500e+02,-7.055222034454345703e+00,1.370338439941406250e+00
2.656979370117187500e+02,-7.005313396453857422e+00,1.370338439941406250e+00
2.658380432128906250e+02,-6.955405235290527344e+00,1.370338439941406250e+00
2.659781799316406250e+02,-6.905496120452880859e+00,1.370338439941406250e+00
2.661170654296875000e+02,-6.852350234985351562e+00,1.370338439941406250e+00
2.662548522949218750e+02,-6.796294212341308594e+00,1.370338439941406250e+00
2.663926391601562500e+02,-6.740239143371582031e+00,1.370338439941406250e+00
2.665304260253906250e+02,-6.684183120727539062e+00,1.370338439941406250e+00
2.666682128906250000e+02,-6.628127574920654297e+00,1.370338439941406250e+00
2.668059997558593750e+02,-6.572072029113769531e+00,1.370338439941406250e+00
2.669437866210937500e+02,-6.516016006469726562e+00,1.370338439941406250e+00
2.670815734863281250e+02,-6.459960937500000000e+00,1.370338439941406250e+00
2.672193603515625000e+02,-6.403904914855957031e+00,1.370338439941406250e+00
2.673571472167968750e+02,-6.347849845886230469e+00,1.370338439941406250e+00
2.674949340820312500e+02,-6.291793823242187500e+00,1.370338439941406250e+00
2.676327209472656250e+02,-6.235738277435302734e+00,1.370338439941406250e+00
2.677705078125000000e+02,-6.179682731628417969e+00,1.370338439941406250e+00
2.679082946777343750e+02,-6.123627185821533203e+00,1.370338439941406250e+00
2.680460815429687500e+02,-6.067571640014648438e+00,1.370338439941406250e+00
2.681838378906250000e+02,-6.011515617370605469e+00,1.370338439941406250e+00
2.683216552734375000e+02,-5.955460548400878906e+00,1.370338439941406250e+00
2.684594116210937500e+02,-5.899404525756835938e+00,1.370338439941406250e+00
2.685971984863281250e+02,-5.843348979949951172e+00,1.370338439941406250e+00
2.687349853515625000e+02,-5.787293434143066406e+00,1.370338439941406250e+00
2.688728027343750000e+02,-5.731237411499023438e+00,1.370338439941406250e+00
2.690105590820312500e+02,-5.675182342529296875e+00,1.370338439941406250e+00
2.691483459472656250e+02,-5.619126796722412109e+00,1.370338439941406250e+00
2.692861328125000000e+02,-5.563071250915527344e+00,1.370338439941406250e+00
2.694239196777343750e+02,-5.507015228271484375e+00,1.370338439941406250e+00
2.695617065429687500e+02,-5.450959682464599609e+00,1.370338439941406250e+00
2.696974792480468750e+02,-5.390217781066894531e+00,1.370338439941406250e+00
2.698327636718750000e+02,-5.328369140625000000e+00,1.370338439941406250e+00
2.699680175781250000e+02,-5.266520977020263672e+00,1.370338439941406250e+00
2.701033325195312500e+02,-5.204672813415527344e+00,1.370338439941406250e+00
2.702386169433593750e+02,-5.142824172973632812e+00,1.370338439941406250e+00
2.703739013671875000e+02,-5.080976009368896484e+00,1.370338439941406250e+00
2.705091857910156250e+02,-5.019127845764160156e+00,1.370338439941406250e+00
2.706444702148437500e+02,-4.957279682159423828e+00,1.370338439941406250e+00
2.707797241210937500e+02,-4.895431518554687500e+00,1.370338439941406250e+00
2.709150390625000000e+02,-4.833582878112792969e+00,1.370338439941406250e+00
2.710503234863281250e+02,-4.771734714508056641e+00,1.370338439941406250e+00
2.711856079101562500e+02,-4.709886550903320312e+00,1.370338439941406250e+00
2.713208618164062500e+02,-4.648038387298583984e+00,1.370338439941406250e+00
2.714561767578125000e+02,-4.586190223693847656e+00,1.370338439941406250e+00
2.715914306640625000e+02,-4.524341583251953125e+00,1.370338439941406250e+00
2.717267456054687500e+02,-4.462493419647216797e+00,1.370338439941406250e+00
2.718620300292968750e+02,-4.400645256042480469e+00,1.370338320732116699e+00
2.719973144531250000e+02,-4.338796615600585938e+00,1.370338320732116699e+00
2.721325683593750000e+02,-4.276948451995849609e+00,1.370338439941406250e+00
2.722678527832031250e+02,-4.215100288391113281e+00,1.370338320732116699e+00
2.724031372070312500e+02,-4.153252124786376953e+00,1.370338320732116699e+00
2.725384521484375000e+02,-4.091403961181640625e+00,1.370338320732116699e+00
2.726737365722656250e+02,-4.029555320739746094e+00,1.370338320732116699e+00
2.728090209960937500e+02,-3.967707157135009766e+00,1.370338320732116699e+00
2.729442749023437500e+02,-3.905858755111694336e+00,1.370338320732116699e+00
2.730791320800781250e+02,-3.843063354492187500e+00,1.370338320732116699e+00
2.732117309570312500e+02,-3.775657176971435547e+00,1.370338320732116699e+00
2.733443298339843750e+02,-3.708251476287841797e+00,1.370338439941406250e+00
2.734769287109375000e+02,-3.640845298767089844e+00,1.370338439941406250e+00
2.736095275878906250e+02,-3.573439121246337891e+00,1.370338320732116699e+00
2.737421264648437500e+02,-3.506033182144165039e+00,1.370338439941406250e+00
2.738747558593750000e+02,-3.438627004623413086e+00,1.370338320732116699e+00
2.740073242187500000e+02,-3.371221065521240234e+00,1.370338320732116699e+00
2.741399230957031250e+02,-3.303814888000488281e+00,1.370338320732116699e+00
2.742725524902343750e+02,-3.236408710479736328e+00,1.370338320732116699e+00
2.744051513671875000e+02,-3.169002771377563477e+00,1.370338320732116699e+00
2.745377502441406250e+02,-3.101596593856811523e+00,1.370338439941406250e+00
2.746703491210937500e+02,-3.034190654754638672e+00,1.370338439941406250e+00
2.748029479980468750e+02,-2.966784477233886719e+00,1.370338439941406250e+00
2.749355468750000000e+02,-2.899378538131713867e+00,1.370338439941406250e+00
2.750681457519531250e+02,-2.831972599029541016e+00,1.370338439941406250e+00
2.752007446289062500e+02,-2.764566421508789062e+00,1.370338439941406250e+00
2.753333740234375000e+02,-2.697160243988037109e+00,1.370338439941406250e+00
2.754659423828125000e+02,-2.629754066467285156e+00,1.370338439941406250e+00
2.755985717773437500e+02,-2.562348127365112305e+00,1.370338320732116699e+00
2.757311706542968750e+02,-2.494942188262939453e+00,1.370338439941406250e+00
2.758637695312500000e+02,-2.427536010742187500e+00,1.370338439941406250e+00
2.759963684082031250e+02,-2.360129833221435547e+00,1.370338439941406250e+00
2.761289672851562500e+02,-2.292723894119262695e+00,1.370338439941406250e+00
2.762615661621093750e+02,-2.225317716598510742e+00,1.370338439941406250e+00
2.763941955566406250e+02,-2.157911777496337891e+00,1.370338439941406250e+00
2.765245361328125000e+02,-2.086283922195434570e+00,1.370338439941406250e+00
2.766542053222656250e+02,-2.013443470001220703e+00,1.370338439941406250e+00
2.767839050292968750e+02,-1.940602898597717285e+00,1.370338439941406250e+00
2.769136352539062500e+02,-1.867762327194213867e+00,1.370338439941406250e+00
2.770433349609375000e+02,-1.794922113418579102e+00,1.370338439941406250e+00
2.771730346679687500e+02,-1.722081661224365234e+00,1.370338439941406250e+00
2.773027038574218750e+02,-1.649241089820861816e+00,1.370338439941406250e+00
2.774324035644531250e+02,-1.576400756835937500e+00,1.370338439941406250e+00
2.775621032714843750e+02,-1.503560304641723633e+00,1.370338439941406250e+00
2.776918029785156250e+02,-1.430719733238220215e+00,1.370338439941406250e+00
2.778215026855468750e+02,-1.357879281044006348e+00,1.370338439941406250e+00
2.779511718750000000e+02,-1.285038948059082031e+00,1.370338439941406250e+00
2.780808715820312500e+02,-1.212198376655578613e+00,1.370338439941406250e+00
2.782105712890625000e+02,-1.139357924461364746e+00,1.370338439941406250e+00
2.783403015136718750e+02,-1.066517591476440430e+00,1.370338559150695801e+00
2.784699707031250000e+02,-9.936771392822265625e-01,1.370338559150695801e+00
2.785996704101562500e+02,-9.208366870880126953e-01,1.370338559150695801e+00
2.787293701171875000e+02,-8.479962348937988281e-01,1.370338559150695801e+00
2.788590698242187500e+02,-7.751557826995849609e-01,1.370338559150695801e+00
2.789887695312500000e+02,-7.023153305053710938e-01,1.370338559150695801e+00
2.791184692382812500e+02,-6.294748783111572266e-01,1.370338559150695801e+00
2.792481689453125000e+02,-5.566344261169433594e-01,1.370338559150695801e+00
2.793778686523437500e+02,-4.837940633296966553e-01,1.370338559150695801e+00
2.795075378417968750e+02,-4.109536409378051758e-01,1.370338559150695801e+00
2.796372680664062500e+02,-3.381131589412689209e-01,1.370338559150695801e+00
2.797646789550781250e+02,-2.613590657711029053e-01,1.370338559150695801e+00
2.798914794921875000e+02,-1.836141347885131836e-01,1.370338559150695801e+00
2.800182800292968750e+02,-1.058693826198577881e-01,1.370338559150695801e+00
2.801451110839843750e+02,-2.812460064888000488e-02,1.370338559150695801e+00
2.802719421386718750e+02,4.962027072906494141e-02,1.370338439941406250e+00
2.803987426757812500e+02,1.273650527000427246e-01,1.370338439941406250e+00
2.805255737304687500e+02,2.051098197698593140e-01,1.370338439941406250e+00
2.806523742675781250e+02,2.828547358512878418e-01,1.370338559150695801e+00
2.807792053222656250e+02,3.605995774269104004e-01,1.370338559150695801e+00
2.809060058593750000e+02,4.383443593978881836e-01,1.370338559150695801e+00
2.810328369140625000e+02,5.160892009735107422e-01,1.370338439941406250e+00
2.811596679687500000e+02,5.938340425491333008e-01,1.370338439941406250e+00
2.812864379882812500e+02,6.715788245201110840e-01,1.370338439941406250e+00
2.814132690429687500e+02,7.493236064910888672e-01,1.370338439941406250e+00
2.815401000976562500e+02,8.270685076713562012e-01,1.370338439941406250e+00
2.816669311523437500e+02,9.048132896423339844e-01,1.370338439941406250e+00
2.817937622070312500e+02,9.825581312179565430e-01,1.370338439941406250e+00
2.819205627441406250e+02,1.060302972793579102e+00,1.370338439941406250e+00
2.820473632812500000e+02,1.138047695159912109e+00,1.370338439941406250e+00
2.821741943359375000e+02,1.215792655944824219e+00,1.370338559150695801e+00
2.823010253906250000e+02,1.293537378311157227e+00,1.370338439941406250e+00
2.824278259277343750e+02,1.371282219886779785e+00,1.370338439941406250e+00
2.825546264648437500e+02,1.449027061462402344e+00,1.370338439941406250e+00
2.826814575195312500e+02,1.526771903038024902e+00,1.370338439941406250e+00
2.828075561523437500e+02,1.605676174163818359e+00,1.370338439941406250e+00
2.829322509765625000e+02,1.686793565750122070e+00,1.370338439941406250e+00
2.830569458007812500e+02,1.767910718917846680e+00,1.370338439941406250e+00
2.831816101074218750e+02,1.849027991294860840e+00,1.370338439941406250e+00
2.833063049316406250e+02,1.930145144462585449e+00,1.370338439941406250e+00
2.834309692382812500e+02,2.011262416839599609e+00,1.370338439941406250e+00
2.835556640625000000e+02,2.092379570007324219e+00,1.370338439941406250e+00
2.836803588867187500e+02,2.173496961593627930e+00,1.370338439941406250e+00
2.838050537109375000e+02,2.254614114761352539e+00,1.370338439941406250e+00
2.839297485351562500e+02,2.335731506347656250e+00,1.370338439941406250e+00
2.840544433593750000e+02,2.416848659515380859e+00,1.370338439941406250e+00
2.841791381835937500e+02,2.497965812683105469e+00,1.370338439941406250e+00
2.843038024902343750e+02,2.579082965850830078e+00,1.370338439941406250e+00
2.844284973144531250e+02,2.660200357437133789e+00,1.370338439941406250e+00
2.845531616210937500e+02,2.741317510604858398e+00,1.370338439941406250e+00
2.846778564453125000e+02,2.822434902191162109e+00,1.370338439941406250e+00
2.848025512695312500e+02,2.903552055358886719e+00,1.370338439941406250e+00
2.849272460937500000e+02,2.984669208526611328e+00,1.370338439941406250e+00
2.850519409179687500e+02,3.065786361694335938e+00,1.370338439941406250e+00
2.851766357421875000e+02,3.146903753280639648e+00,1.370338439941406250e+00
2.853013000488281250e+02,3.228021144866943359e+00,1.370338439941406250e+00
2.854259948730468750e+02,3.309138298034667969e+00,1.370338439941406250e+00
2.855506591796875000e+02,3.390255451202392578e+00,1.370338439941406250e+00
2.856753845214843750e+02,3.471372604370117188e+00,1.370338439941406250e+00
2.857995910644531250e+02,3.553199052810668945e+00,1.370338439941406250e+00
2.859231567382812500e+02,3.636006593704223633e+00,1.370338439941406250e+00
2.860467224121093750e+02,3.718813896179199219e+00,1.370338439941406250e+00
2.861702880859375000e+02,3.801621437072753906e+00,1.370338439941406250e+00
2.862938537597656250e+02,3.884428739547729492e+00,1.370338439941406250e+00
2.864174499511718750e+02,3.967236042022705078e+00,1.370338439941406250e+00
2.865410156250000000e+02,4.050043582916259766e+00,1.370338439941406250e+00
2.866645812988281250e+02,4.132850646972656250e+00,1.370338439941406250e+00
2.867881469726562500e+02,4.215658187866210938e+00,1.370338439941406250e+00
2.869117431640625000e+02,4.298465728759765625e+00,1.370338439941406250e+00
2.870352783203125000e+02,4.381273269653320312e+00,1.370338439941406250e+00
2.871588745117187500e+02,4.464080333709716797e+00,1.370338439941406250e+00
2.872824401855468750e+02,4.546887874603271484e+00,1.370338439941406250e+00
2.874060058593750000e+02,4.629694938659667969e+00,1.370338439941406250e+00
2.875296020507812500e+02,4.712502479553222656e+00,1.370338439941406250e+00
2.876531677246093750e+02,4.795310020446777344e+00,1.370338439941406250e+00
2.877767333984375000e+02,4.878117561340332031e+00,1.370338439941406250e+00
2.879002990722656250e+02,4.960924625396728516e+00,1.370338439941406250e+00
2.880238647460937500e+02,5.043732166290283203e+00,1.370338439941406250e+00
2.881474609375000000e+02,5.126539707183837891e+00,1.370338439941406250e+00
2.882710266113281250e+02,5.209346771240234375e+00,1.370338439941406250e+00
2.883945922851562500e+02,5.292154312133789062e+00,1.370338439941406250e+00
2.885181579589843750e+02,5.374961853027343750e+00,1.370338439941406250e+00
2.886417541503906250e+02,5.457766532897949219e+00,1.370338439941406250e+00
2.887653503417968750e+02,5.540510654449462891e+00,1.370338439941406250e+00
2.888889465332031250e+02,5.623253822326660156e+00,1.370338439941406250e+00
2.890125732421875000e+02,5.705997467041015625e+00,1.370338439941406250e+00
2.891361999511718750e+02,5.788741588592529297e+00,1.370338439941406250e+00
2.892598266601562500e+02,5.871485233306884766e+00,1.370338439941406250e+00
2.893834228515625000e+02,5.954228878021240234e+00,1.370338439941406250e+00
2.895070190429687500e+02,6.036972999572753906e+00,1.370338439941406250e+00
2.896306457519531250e+02,6.119716644287109375e+00,1.370338439941406250e+00
2.897542724609375000e+02,6.202460289001464844e+00,1.370338439941406250e+00
2.898778686523437500e+02,6.285203933715820312e+00,1.370338439941406250e+00
2.900014953613281250e+02,6.367948055267333984e+00,1.370338439941406250e+00
2.901251220703125000e+02,6.450691699981689453e+00,1.370338439941406250e+00
2.902487182617187500e+02,6.533435821533203125e+00,1.370338439941406250e+00
2.903723144531250000e+02,6.616179466247558594e+00,1.370338439941406250e+00
2.904959411621093750e+02,6.698923110961914062e+00,1.370338439941406250e+00
2.906195678710937500e+02,6.781666755676269531e+00,1.370338439941406250e+00
2.907431640625000000e+02,6.864410400390625000e+00,1.370338439941406250e+00
2.908667907714843750e+02,6.947154045104980469e+00,1.370338439941406250e+00
2.909904174804687500e+02,7.029898166656494141e+00,1.370338439941406250e+00
2.911140136718750000e+02,7.112641811370849609e+00,1.370338439941406250e+00
2.912376403808593750e+02,7.195385932922363281e+00,1.370338439941406250e+00
2.913612365722656250e+02,7.278129577636718750e+00,1.370338439941406250e+00
2.914851684570312500e+02,7.360413074493408203e+00,1.370338439941406250e+00
2.916100463867187500e+02,7.441201686859130859e+00,1.370338439941406250e+00
2.917349548339843750e+02,7.521990299224853516e+00,1.370338439941406250e+00
2.918598632812500000e+02,7.602778911590576172e+00,1.370338439941406250e+00
2.919847717285156250e+02,7.683568000793457031e+00,1.370338439941406250e+00
2.921096801757812500e+02,7.764356613159179688e+00,1.370338439941406250e+00
2.922345581054687500e+02,7.845145225524902344e+00,1.370338439941406250e+00
2.923594970703125000e+02,7.925933837890625000e+00,1.370338439941406250e+00
2.924843750000000000e+02,8.006722450256347656e+00,1.370338439941406250e+00
2.926092529296875000e+02,8.087511062622070312e+00,1.370338439941406250e+00
2.927341918945312500e+02,8.168299674987792969e+00,1.370338439941406250e+00
2.928590698242187500e+02,8.249088287353515625e+00,1.370338439941406250e+00
2.929839782714843750e+02,8.329877853393554688e+00,1.370338439941406250e+00
2.931088867187500000e+02,8.410665512084960938e+00,1.370338439941406250e+00
2.932337646484375000e+02,8.491455078125000000e+00,1.370338439941406250e+00
2.933586730957031250e+02,8.572243690490722656e+00,1.370338439941406250e+00
2.934835815429687500e+02,8.653032302856445312e+00,1.370338439941406250e+00
2.936084594726562500e+02,8.733820915222167969e+00,1.370338439941406250e+00
2.937333679199218750e+02,8.814609527587890625e+00,1.370338439941406250e+00
2.938582763671875000e+02,8.895398139953613281e+00,1.370338439941406250e+00
2.939831848144531250e+02,8.976186752319335938e+00,1.370338439941406250e+00
2.941080932617187500e+02,9.056975364685058594e+00,1.370338439941406250e+00
2.942330627441406250e+02,9.137637138366699219e+00,1.370338439941406250e+00
2.943605041503906250e+02,9.214355468750000000e+00,1.370338439941406250e+00
2.944879455566406250e+02,9.291074752807617188e+00,1.370338439941406250e+00
2.946153869628906250e+02,9.367793083190917969e+00,1.370338439941406250e+00
2.947428283691406250e+02,9.444512367248535156e+00,1.370338439941406250e+00
2.948702697753906250e+02,9.521230697631835938e+00,1.370338439941406250e+00
2.949977111816406250e+02,9.597949981689453125e+00,1.370338439941406250e+00
2.951251525878906250e+02,9.674668312072753906e+00,1.370338439941406250e+00
2.952525939941406250e+02,9.751386642456054688e+00,1.370338439941406250e+00
2.953800354003906250e+02,9.828105926513671875e+00,1.370338439941406250e+00
2.955074768066406250e+02,9.904825210571289062e+00,1.370338439941406250e+00
2.956349182128906250e+02,9.981544494628906250e+00,1.370338439941406250e+00
2.957623596191406250e+02,1.005826377868652344e+01,1.370338439941406250e+00
2.958898010253906250e+02,1.013498210906982422e+01,1.370338439941406250e+00
2.960172424316406250e+02,1.021170139312744141e+01,1.370338559150695801e+00
2.961446838378906250e+02,1.028841972351074219e+01,1.370338559150695801e+00
2.962721252441406250e+02,1.036513900756835938e+01,1.370338439941406250e+00
2.963995666503906250e+02,1.044185829162597656e+01,1.370338559150695801e+00
2.965270080566406250e+02,1.051857566833496094e+01,1.370338439941406250e+00
2.966544494628906250e+02,1.059529590606689453e+01,1.370338559150695801e+00
2.967818908691406250e+02,1.067201423645019531e+01,1.370338559150695801e+00
2.969093017578125000e+02,1.074873352050781250e+01,1.370338559150695801e+00
2.970384216308593750e+02,1.082258987426757812e+01,1.370338678359985352e+00
2.971695251464843750e+02,1.089281368255615234e+01,1.370338559150695801e+00
2.973006591796875000e+02,1.096303749084472656e+01,1.370338559150695801e+00
2.974317932128906250e+02,1.103326034545898438e+01,1.370338439941406250e+00
2.975629272460937500e+02,1.110348415374755859e+01,1.370338559150695801e+00
2.976940612792968750e+02,1.117370700836181641e+01,1.370338559150695801e+00
2.978251953125000000e+02,1.124393081665039062e+01,1.370338559150695801e+00
2.979563293457031250e+02,1.131415367126464844e+01,1.370338559150695801e+00
2.980874633789062500e+02,1.138437652587890625e+01,1.370338559150695801e+00
2.982185668945312500e+02,1.145460128784179688e+01,1.370338559150695801e+00
2.983497314453125000e+02,1.152482414245605469e+01,1.370338559150695801e+00
2.984808349609375000e+02,1.159504699707031250e+01,1.370338559150695801e+00
2.986119995117187500e+02,1.166527080535888672e+01,1.370338559150695801e+00
2.987431030273437500e+02,1.173549461364746094e+01,1.370338559150695801e+00
2.988742675781250000e+02,1.180571746826171875e+01,1.370338559150695801e+00
2.990053710937500000e+02,1.187594127655029297e+01,1.370338559150695801e+00
2.991365051269531250e+02,1.194616413116455078e+01,1.370338439941406250e+00
2.992676391601562500e+02,1.201638793945312500e+01,1.370338559150695801e+00
2.993988037109375000e+02,1.208661079406738281e+01,1.370338559150695801e+00
2.995299072265625000e+02,1.215683460235595703e+01,1.370338559150695801e+00
2.996610412597656250e+02,1.222705745697021484e+01,1.370338559150695801e+00
2.997941894531250000e+02,1.229321384429931641e+01,1.370338559150695801e+00
2.999298706054687500e+02,1.235416603088378906e+01,1.370338559150695801e+00
3.000655517578125000e+02,1.241511726379394531e+01,1.370338559150695801e+00
3.002012329101562500e+02,1.247606849670410156e+01,1.370338559150695801e+00
3.003369140625000000e+02,1.253701972961425781e+01,1.370338559150695801e+00
3.004726257324218750e+02,1.259797286987304688e+01,1.370338559150695801e+00
3.006083374023437500e+02,1.265892410278320312e+01,1.370338439941406250e+00
3.007440185546875000e+02,1.271987533569335938e+01,1.370338439941406250e+00
3.008796997070312500e+02,1.278082656860351562e+01,1.370338559150695801e+00
3.010153808593750000e+02,1.284177875518798828e+01,1.370338439941406250e+00
3.011510925292968750e+02,1.290273094177246094e+01,1.370338439941406250e+00
3.012867431640625000e+02,1.296368217468261719e+01,1.370338439941406250e+00
3.014224548339843750e+02,1.302463340759277344e+01,1.370338439941406250e+00
3.015581665039062500e+02,1.308558559417724609e+01,1.370338439941406250e+00
3.016938476562500000e+02,1.314653682708740234e+01,1.370338439941406250e+00
3.018295288085937500e+02,1.320748901367187500e+01,1.370338439941406250e+00
3.019652099609375000e+02,1.326844120025634766e+01,1.370338439941406250e+00
3.021008911132812500e+02,1.332939243316650391e+01,1.370338439941406250e+00
3.022366027832031250e+02,1.339034366607666016e+01,1.370338439941406250e+00
3.023723144531250000e+02,1.345129489898681641e+01,1.370338439941406250e+00
3.025079956054687500e+02,1.351224708557128906e+01,1.370338439941406250e+00
3.026483154296875000e+02,1.356150722503662109e+01,1.370338439941406250e+00
3.027888793945312500e+02,1.361011695861816406e+01,1.370338439941406250e+00
3.029294738769531250e+02,1.365872573852539062e+01,1.370338439941406250e+00
3.030700683593750000e+02,1.370733547210693359e+01,1.370338439941406250e+00
3.032106323242187500e+02,1.375594425201416016e+01,1.370338439941406250e+00
3.033512573242187500e+02,1.380455398559570312e+01,1.370338439941406250e+00
3.034918212890625000e+02,1.385316371917724609e+01,1.370338439941406250e+00
3.036324157714843750e+02,1.390177249908447266e+01,1.370338439941406250e+00
3.037730102539062500e+02,1.395038223266601562e+01,1.370338439941406250e+00
3.039135742187500000e+02,1.399899101257324219e+01,1.370338439941406250e+00
3.040541687011718750e+02,1.404760169982910156e+01,1.370338439941406250e+00
3.041947631835937500e+02,1.409621047973632812e+01,1.370338439941406250e+00
3.043353271484375000e+02,1.414481925964355469e+01,1.370338439941406250e+00
3.044759216308593750e+02,1.419342899322509766e+01,1.370338439941406250e+00
3.046165161132812500e+02,1.424203872680664062e+01,1.370338439941406250e+00
3.047570800781250000e+02,1.429064750671386719e+01,1.370338439941406250e+00
3.048977050781250000e+02,1.433925724029541016e+01,1.370338439941406250e+00
3.050382690429687500e+02,1.438786697387695312e+01,1.370338439941406250e+00
3.051788330078125000e+02,1.443647575378417969e+01,1.370338439941406250e+00
3.053194274902343750e+02,1.448508548736572266e+01,1.370338439941406250e+00
3.054635925292968750e+02,1.452121162414550781e+01,1.370338439941406250e+00
3.056086120605468750e+02,1.455437850952148438e+01,1.370338439941406250e+00
3.057536010742187500e+02,1.458754539489746094e+01,1.370338439941406250e+00
3.058986206054687500e+02,1.462071228027343750e+01,1.370338439941406250e+00
3.060436096191406250e+02,1.465388107299804688e+01,1.370338439941406250e+00
3.061886291503906250e+02,1.468704795837402344e+01,1.370338439941406250e+00
3.063336181640625000e+02,1.472021484375000000e+01,1.370338439941406250e+00
3.064786376953125000e+02,1.475338172912597656e+01,1.370338439941406250e+00
3.066236572265625000e+02,1.478654861450195312e+01,1.370338439941406250e+00
3.067686767578125000e+02,1.481971549987792969e+01,1.370338439941406250e+00
3.069136352539062500e+02,1.485288238525390625e+01,1.370338439941406250e+00
3.070586547851562500e+02,1.488604927062988281e+01,1.370338439941406250e+00
3.072036743164062500e+02,1.491921615600585938e+01,1.370338439941406250e+00
3.073486938476562500e+02,1.495238304138183594e+01,1.370338439941406250e+00
3.074936828613281250e+02,1.498555183410644531e+01,1.370338439941406250e+00
